tweet,label
"RT @Brianhopecomedy: &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;

&#8220;Yup.&#8221;

&#8220;And Superman&#8217;s.&#8221;

&#8220;Yup.&#8221;

&#8220;What am I going to be when you die?&#8221;

&#8220;Sad ho&#8230;",2
"RT @AloneInMyOwnWar: Bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r&#8230;",1
Not even 20 and I've already smoked out 2 countries bitch. I do what the fuck I want.,1
"RT @GirlfriendNotes: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam&#8230;",2
"RT @obey_jrock__: So not ready for the ""new year, new me"" tweet bullshit to come
You the same hoe you was last year
Chill the fuck out",1
&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch,1
I openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs &amp; half price drinks.,2
"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",1
RT @Pbn_Rico: Maury 65 years old and still exposing hoes.. &#128175;,1
I should start wearing beanies more,2
RT @Lexxinnn: Don't no nigga want no broke ass bitch &#8252;&#65039; but it's crazy how a bitch will do all she can to better a broke ass nigga &#128056;&#9749;&#65039;,1
"'Every bitch got a fat ass or she $3,000 from it' #RNS",1
"I love bad bitches it my fucking hobby, and yeah they're on all fours like a fucking doggy..",1
RT @phatsyeo215: these bitches ain't real. &#128514;,1
"This whole game, I've been trying to figure out why the Dutch are wearing yellow. SMH.",2
RT to spam this bitch ass nigga RT @HELLonDAscale: Migos http://t.co/5KzQXf7zg9,1
"Currently, &#8216;Sup twat licker&#8217;",1
y'all I'm so mad I wasted them calories on that honey bun.. that ho was dry as hell &#128553;,1
bitch I might b,1
@jacksparenohoe let's hang out nigger,1
@AudelDavid_24 RT @ElleSzczepanski: These hoes ain't loyal @Bjames055,1
Or continue to be a bitch..... That's cool too,1
RT @ChamsFace4music: Early bird catches the worm people,2
Why did you release my nudes you cunt...? @sickgirl12345 http://t.co/Nn4OdiZR8l,1
RT @NormSanders: I much prefer this classic blue and yellow Rams uniform to anything we've seen since that magical year. Not even close #st&#8230;,2
@ten_ah_kei superman dat hoe no watch me uuuuuuuuuu&#128514;,1
"&#8220;@DrakeTakeCare12: You don&#8217;t listen when I talk, maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen",1
RT @_VibeWithMe_: doing someone wrong for the sole reason that they did you wrong will only bring more negative karma &amp; energy into your li&#8230;,2
"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",0
"RT @desusnice: ""In 2014 you tweeted that Migos were trash. Care to explain?"" - 2064 Supreme Court Confirmation Hearing",2
RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!,0
this why i need bitches,1
Power bomb dat hoe,1
#TjohnGang&#128520; lil bitch follow me ! http://t.co/sd8UhT4DNY,1
@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy,0
@MIKEB_IN_THE_D free world bitch,1
"@GingerDemoness 
My shit's like an eggplant baby. Black and big enough so dat all da women gets dem a piece",1
"This Amish bitch was rockin Gucci and her man was smokin a e-cig. Smh fake ass ""Amish"" ass bish!",1
"Dress like a hoe, I'm goin at you like a hoe just like any other nite. Forget Halloween.",1
Who the hell taught you how to fuck bitch toot it up,1
If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-,1
@TheRealDiamondJ I'm the type to put that bitch in a river so you can gtf out my locations lol,1
RT @LilReese300: Bitches gone do wat bitches do...#300,1
hoes thinkin 2014 turns them into born again virgins.,1
"@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them.",0
@AceAlford_23 double up on this game bitch,1
RT @NatexHate: Fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble #bitch,1
"@PatDollard Fuckin muzzie cunts, should all be deported, savages",0
@dreadywhiteboy @JwanUrebay then the kid he sold it to brought it back to him cooked in a brownie,2
I just wanna get lifted &amp; fuck exotic bitches!,1
When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,2
RT @PoohSavage: @Thompson_Era fr mane on some 100 shit cuff her if she made you that happy in one night cause these hoes for everybody fr,1
This hoe car smell like nigga let off a sweet potato bomb in her shit!,1
I pictured Angus running up the side of FOB Sharana with every day in Afghanistan @ReturnTo1776 http://t.co/zj1MK6w7EF,2
"AND #NorthKorea called #Barack a monkey. LOL! 
RT! 
*If the shoe fits! 'Cause it sure looks like he married one! 
http://t.co/F0pGDalfaA&#8221;",2
Ohmygod please don't be a bitch to me today.,1
@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,2
PND is my jigga man.,2
@kieffer_jason u feel like dumb ass don't u pussy boy,1
I'm in the cut with my old boys and this bitch asks me to smoke weed with her in a fucking Yaris. The fuck? Lol hell no.,1
@Kevin_McAdams Because Ian's retarded,0
@kieffer_jason nigga what I was talking bout after school. Or when ever your choice bitch,1
"RT @Thatindianbruh: Rise of the planet of the apes doin a musical???

http://t.co/9ZxzlHti2M",2
"brb, skipping out of a b-ball game with Obama to whoop @ThatAngryNigga's hoe ass.",1
"If I respect you, I demand your respect back. If you think you can be a bitch, I can be an even bigger one. Bring it",1
cookies and crackers aren't even on the same level!,2
The world will be a better place when bitches like her dies lonely http://t.co/vj45zL1zKF,1
Your bitch always said she wanna fuck a real nigga,1
RT @ClassClownKJL: Those 2014 NBA All Star Jerseys look retarded...They look like the combo of a NFL jersey &amp; a FUBU jersey,1
RT @AssholeOfDaYear: Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.,1
I got 99 problems but a pussy ass bitch ain't one ;),1
"Tyga is a hoe!!! He pooted in my muthafuckin face..... we bout to fight, bruh",1
People get more and more retarded everyday,0
"I woke up and she was already pregnant, fuck dat bitch &#128514;",1
"If you single, just start hitting up those hoes. &#128524; &#128129;",1
What's retarded is that I actually love my job and have a really weird passion for it.,1
"RT @elchavaloko: @_WhitePonyJr_ @saucygyro @Buckm00se so you gonna believe me,a cripple or a fuckn hippo??",1
"' Indiana niggah you can tell from ma muhhfuckin grammar , I swear I got 3 hoes with me just like I'm Santa &#1041204;&#1043359; .",1
@katherinerrrr hoes gon be hoes so so i couldn't blame tammy,1
@HeavensWay_ 2nd and last time I'll ever call you that faggot,1
Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,2
"RT @thatsryann: If you think your mans cheating, you take him to that bitches house and see if his wifi connects&#128074;",1
RT @DJZeeti: Marriage not for everyone.. Some bitches just want u to sleepover sometimes,1
Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,2
"RT @iAmEastAtlanta: Don't be sorry hoe, Be Careful",1
""" these hoes like niggas that spend money not talk bout it """,1
"You too old to be on Twitter, crying like a bitch...",1
Poof. Vamoose son of a bitch,1
"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",1
its been 5 years and this bitch still thinks im over how she did me over. I dont think so. *decline*,1
@FlawlesS_Dv @AboutStrafe @NexSmitsky I also like how I'M called the hoe when I've been saying stop.,1
@K_forKicKs &#128514;&#128514;&#128514;&#128514; im joked out bitch you stupid!,1
RT @TheFatKidJames: @Von_VonRichter Bro fuck you for leaving! Lol no but have a great time up there and don't forgot about the bros back ho&#8230;,1
"She suckin on my dick, cuz I'm a pretty bitch",1
Maybe if you weren't such a conceited bitch more people would like you.,1
I hate the white trash cops who raped and murdered my infant daughters and son.,0
"She kept whispering in my ear ""jasmin, you are so damn fine"".....I said ""bitch, jasmin is over there""",1
#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6,2
Or faggot RT @ez_taughtu: Guess he got caught saying nigga.,1
RT @_LiftingProbz_: if i had a dollar for every time i fucked ur bitch http://t.co/8ike4m29co,1
RT @braidedcocks: @veryproudofya @poppunksucks well now I'm crying like a little bitch,1
&#8220;@kriscope95: All people ever do on twitter is bitch. Get a mother fuckin diary.&#8221;&#128076;,1
My pussy worth $15,1
#Dutch farmers are white trash.,0
How da fucc we gone believe that you out here selling bricks wit some Dirty ass kicks nicca u ain't sellin shit!,1
RT @SteveStfler: when you're in public with your side hoe http://t.co/365oqX2sTx,1
"""bitch my vagina is a little more resilient than that"" -@rosestokoe",1
RT @LouieVRee: When a bitch reads your message but doesn't respond http://t.co/T4Xjyp2m7Z,1
"Being coons &#8220;@FatTravis_6200: At??? @TiFFANY_P0RSCHE: Y'all are amazing.""&#8221;",2
RT @Hoodstarz_Dread: Main reason why i aint got no girl cause i aint never found not 1 bitch who tryna get money wit me all y'all hoes like&#8230;,1
"Whipped cream &#9829;,&#9829; #endlesslove",2
National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers,2
"Sam is such a bitch, Ronnie got in a fight because of you &#128530;",1
Why was Jorge Zimmerman arrested? Do prosecutors have a witness that saw Zimmy attack TrayTray? Are they afraid of the hoodie pussies?,1
@WhereYoHussleAt &#128514;&#128557;&#128514;&#128557; @CayMarieee look at this shit imma bitch forreal &#9995;&#128527;,1
"I'm rich bitch 
*said in Dave Chappell voice*",1
"Just once in my life I wanna see someone on family feud look at their family member and say ""That's a horrible answer! Are you retarded?"".",1
Nd these hoes all kno I'm workin wit a 9 I ain't talking bout a gun I'm talking feel it in ya spine,1
@CaptElliott NFN you bitch to much.,1
"When you have everything they want &amp; you're doing everything they can't, bitches are going to talk shit. Don't let them stop your shine",1
.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!,2
Who'd have thought my redneck husband would claim the hipster glasses? http://t.co/Vv6MzpQ4ju,2
@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;,2
@Trippy_Spiffy ayyyyyyeeeeee my nigga back in the bitch,1
RT @MichalaSmith4: shout out to the faggots who took a million and one selfies on my phone. &#128530;&#128514;&#10084;&#65039; @zzachbarness @michealallen72 http://t.co/&#8230;,1
@MIKEB_IN_THE_D rams are for fags,1
i got 3 in a 24 ounce bitch,1
Niggas talk more then bitches these days,1
My aunt said I'm handsome fuck you hoes,1
Your grammar is trash.,2
"Brag bout your hoes, you prolly get 0 to no pussy.",1
"Just wait. The day i get off probation. You know this bitch is gonna be on the moon, and im not gonna come back to Earth for a while.",1
@iH8TvvitterHoes @breezyfrmdablok so you was in a female DMs talking to another nigga... You're a faggot b,1
' Got niggahs salty at meeeee cause yo dream bitch is ma main slide &#1041204;&#1041223;&#1041196;,1
@NaomiDanielson that's like what some trailer trash chick would name their cat /-:,1
"RT @chvmpagne: I can't stand you ""I don't text first"" ass bitches.",1
*puts people/bitch face on*,1
RT @_ashwhole: &#8220;@TerryLee__: &#8220;@______0__o_____: RT &#8220;@iHitModelsRaw: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;,1
i hate ah dirty house!!! foul living bitches,1
"A wise man once said ""Damn I hate a bitch that like to argue nd shit""",1
RT @BCniggas: I know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,1
I just got so hype haha lets go!!!! Beat the shit out dat pussy ass niqqa,1
RT @TheOnlyReed: Warm that pussy up,1
RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos,2
RT @RealSexAddicts: Wet&#128166; &amp; warm &#9832;&#65039; pussy &#128553;&#128525;,1
"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf.",1
"RT @theafr0dite: then u have the annoying ""HIT ME I DARE YOU"" ass bitches always tryna test a big ass 6ft linebacker ass dude.. girl if you&#8230;",1
@JungleFeverFren fuck u nigger,0
@mrfoolycooly @DM___3 faggot alert,1
Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga,1
RT @PacmanJonez: @HarlanCoben @taylor_TM @PhilWOTG they are both bitches.,1
shut up bitch,1
"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1
why niggas put heart eyes under everybody pictures? &#128553; then it be them poo la la hoes.,1
"' I rather jack off then fuck hoes tbh , That shit boring give me a wife .",1
"See me ride out of that sunset, on your, colored TV screen #TNT #ACDC",2
@JRise88 do it then pussy,1
RT @MyDadAtTheStore: If my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like,1
Can someone treat me to some grub? I'm broke bitch over here.,1
"RT @Lexieeller: My timeline right now
Ravens &#127944;
Ravens &#127944;
Ravens &#127944; 
Commercial tweet &#128514;
Ravens &#127944;
Ravens &#127944;
Ravens &#127944;
&amp; Some bitch talkin ...",1
I need a girl from Jamaica I can't fuck with these basic black bitches,1
RT @MyDickIsCalled: My dick is called Eggo because bitches never wanna leggo my Eggo.,1
RT @Gmel_Genuine: When ya broke ONLY real bitches stick around,1
@4C_Ryan fag rhymes with gag.,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | Old bitch pleases hot-looking young stud http://t.co/aIDKdmztLn",1
"RT @Oreo: Dear dessert heaven, fangs so much for these Oreo Spooky Ball Vampires. #OreoCookieBalls http://t.co/I3iyRL72sD http://t.co/wNzBh&#8230;",2
If you hoes stop shaving I'm running around spraying nair on all of y'all.,1
"Let her be a hoe, why you stopping her?",1
RT @shikeattike: Pussy niggas don't get no pussy nigga,1
"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!",1
@JVP731 @keselowski @mattkenseth I would have loved to watch Newman bitch slap Johnson I'd pay to see that,1
You got hoes really out there titty twerkin &#128584;&#128584;&#128584; https://t.co/1Cc7GU4e7O,1
&#128514;&#128557;&#128128; RT @iDO_me2: Hood hoes love Harrell football team&#128528;,1
Ayo twat boy I gotta new phone give me yo jack now @Jay050709,1
